id,title,desc,loc,date,tags
29,A Day at the Museum,"Are you curious about what occurs behind the scenes in our U-M museum or about the people and skills it takes to make a museum work? Have you wondered what it would be like to have a job in a museum or about the kinds of training you need to pursue a museum career? This winter, please join us for a series of lectures and discussions featuring U-M's museum professionals. Presenters will include some of U-M's museum directors, curators, conservators, collection managers, registrars, exhibit designers and others, who will discuss and answer questions about how they became involved in museum work and describe their typical day at the museum.",Map Kelsey Museum of Archaeology - 124,['2010-03-25 14:30']
30,The Royal Shakespeare Company/U-M Creative Project,"The Bible as Literature: discussion with RSC director Greg Doran, playwright David Edgar, and Ralph Williams: A discussion of the translation of Biblical texts with RSC director Greg Doran, U-M professor Ralph Williams, and playwright David Edgar, who has written for the RSC a new play, Written on the Heart, based on Lancelot Andrewes's role in the translation of the King James Version of the Bible. Open to the public. NOTE: Papyrus fragment of the mid-second century to the King James (1611) Version of the Bible will be on display. The artifacts are from the University of Michigan Library's special collections.","Map Harlan Hatcher Graduate Library - The Library Gallery, 100 Hatcher",['2010-03-27 16:00']
31,Steve Stern Fiction Reading,"Steve Stern is the author of several works of fiction, including the story collections Lazar Malkin Enters Heaven and The Wedding Jester, and the novel The Angel of Forgetfulness. His books have received several awards and fellowships and his work is included in numerous anthologies. He is currently a writer-in- residence at Skidmore College.",Map Museum of Art - Helmut Stern Auditorium,['2009-09-24 17:00']
32,Erb Colloquium: Xiaoli Zhao,"Professor Zhao is a visiting scholar at the Erb Institute. She is a Professor at North China Electric Power University. *Erb Institute Colloquium is a bi-weekly gathering to come together, have lunch and discuss the latest faculty and doctoral level research in sustainable enterprise from both within and outside the University.",Map Ross School of Business - K 1320,['2009-09-21 12:00']
33,"Understanding the Roles of Academic Preparation, Financial Resources, and Information in the College Enrollment of Underrepresented Students","Laura W. Perna, Associate Professor in the Graduate School of Education at the University of Pennsylvania, will discuss her recent research related to educational attainment for underrepresented students, the ways inadequate finances limit educational attainment, and the role of financial aid in addressing financial barriers.",Map Rackham Graduate School (Horace H.) - Assembly Hall,['2010-02-03 13:30']
35,"Bradley Chase, Albion College","The integration of Gujarat, a region outside of the Indus Valley proper, into the orbit of the Indus Civilization is a key feature of South Asia's first urban civilization. The nature of the social processes that accompanied this phenomenon, however, have been the subject of considerable debate since Harappan settlements in India were first identified in the 1950's. In this informal talk, I will discuss the results of my ongoing research, undertaken in collaboration with archaeologists from the Maharaja Sayajirao University in Baroda, which seeks to shed new light on these old debates by investigating the ways in which Harappan settlements were situated within the social and agropastoral landscapes of the Gujarati borderland.",Map Ruthven Museums Building - Room 2009,['2010-02-11 12:00']
36,Shift(s) in(g) the Humanities,"Bulbul Tiwari's digital performative dissertation, “Maha Multipedia: The Mahabharata reworked in mixed media for a nine night performance,” explores Indian visual culture of the last 2,000 years; it traverses ritual, classical dance-drama, folk theatre, sculpture, film and television narratives to create an original version of an ancient Indian epic. It was the first entirely digital dissertation at the University of Chicago and only the third of its kind in the U.S. In her talk she will begin by giving a guided tour of this project and then continue to discuss the pitfalls of her approach, the future of the project and perils of doing something new. Tiwari's work blurs the distinction between scholarship and documentary filmmaking and ranges from studies of the heritage of the great Indian epics to documentary films about self-employed women's associations in India, one act plays and ""Carriers,"" a film about truckers in India.",Map 202 S. Thayer - Room 2022,['2009-12-08 12:00']
37,Goldmine Pickers,"Goldmine Pickers perform innovative acoustic newgrass and swinging originals with a taste of Irish and jazz. The band started as a duo and has expanded to a four-piece ensemble of dedicated, versatile musicians. With guitar, upright bass, mandolin and a very versatile fiddle, they like to call themselves ""one banjo short"" of a bluegrass band. Lead vocals are shared among band members, who also join for three-part harmony. This band, which emerged from Goshen, Indiana's vibrant acoustic music scene, has focused on crafting a unique sound that nods to Americana genres while crossing traditional borders to create a fresh new sound -- one that draws audiences together.",,['2009-08-16 19:30']
38,Student Woodwind Chamber Music Recital,A recital of small mixed woodwind ensembles.,Map Walgreen Drama Center - Stamps Auditorium,['2009-11-19 20:00']
39,"Entering Canada to Visit, Work, Study, or Live","Are you thinking about visiting Canada? Are you thinking about studying or working in Canada? Or perhaps you are interested in living in Canada? Whether you are planning a short trip to Canada, are interested in working or studying in Canada, or would like to live there, there are specific requirements that you should understand. . For more details and the link to the workshop presentation, please visit our website below.",Map Rackham Graduate School (Horace H.) - 4th Floor Amphitheatre,['2010-04-08 14:00']
41,Weekend Masses at St. Mary's,"Wonder who else is Catholic and where they go every Sunday? Come meet them today! Experience liturgy at St. Mary's, where worship is inviting and focused on serving students and others who are part of the UM community. Our Mass schedule today is at 8:30 and 10, 10:10am, Noon, 2 pm (in Spanish), 5 pm, 7pm, and 9 pm. Questions? Call 663-0557 or email stmarys@umich.edu. All are welcome!",,"['2008-08-31 8:30', '2009-09-06 8:30']"
42,The Waybacks,"The Waybacks, based in the San Francisco Bay Area, have made the bluegrass charts and been praised for ""acoustic mayhem."" Now they're focusing on original songs and enjoying a refreshed repertoire - one that's touched by Memphis soul, honky-tonk, Parisian swing, classical music, vintage blue pop and much more besides. The Waybacks' current album, ""Loaded,"" seems ""like a mixtape made just for you by your infinitely cooler friend,"" says Juli Thanki of Popmatters. The Waybacks have toured with Grateful Dead founder Bob Weir, and whatever they do, they do with spontaneity. ""The whole spirit of improvisation--that's always been the cornerstone of this band for me,"" says founding singer, songwriter and guitarist James Nash. ""Through all the stylistic changes and regardless of the instruments we're playing, to me the fun of this band has always been that in some ways I can do whatever I feel like doing at any moment.""",,['2009-06-08 20:00']
43,"University Symphony Orchestra, Chamber Choir, University Choir","An extremely rare Ann Arbor community event: a live performance of the Berlioz Requiem. Kenneth Kiesler conducts this great setting of the Latin mass, with chorus, multiple antiphonal brass choirs, harps and timpani. A powerful, touching and magnificent expression of trepidation, acceptance, and consolation. Pre-concert lecture at 7:15 p.m.",Map Hill Auditorium -,['2009-12-11 20:00']
44,"SMTD at UMMA Lecture:  Born Like a Phoenix from the Ashes? The Renewal of French Music 1870-1918 (Jane Fulcher, UM) - RESCHEDULED FROM OCTOBER 23","This lecture examines both the truth and the myth of a dominant theme in the historiography of French music: that it was ""reborn,"" now following a progressive new path in the wake of the French defeat in the Franco-Prussian War of 1870. As it will demonstrate, the seeds of an independent new musical culture were already planted in the 1860s, after the foundation of the musical equivalent of the Salon des Réfusées – the Théatre Lyrique. From here it will examine those composers who emerged in this period, such as Gounod, Bizet, Saint-Saens and Chabrier, the latter becoming one of the first great collectors of impressionist painting. Finally, it will consider how Debussy was able to profit not only from academic institutions such as the Conservatoire, but from France's now thriving independent culture, which included the Symbolists and the Société Nationale de Musique FranÃ§aise.",Map Museum of Art - Auditorium,['2009-10-30 15:00']
45,Learning from the Community,"This workshop will cover a variety of topics surrounding volunteering abroad, such as how to find or create a good program, maintaining strong mutual relationships with the host site, managing language and cultural barriers, and more.",Map East Hall - 4448,['2010-02-09 18:30']
46,Guided Tour: Wrapped in Silk and Gold,"A guided tour of Wrapped in Silk and Gold: A Family Legacy of 20th-Century Japanese Kimono. Wrapped in Silk and Gold presents for the first time the Museum's recently acquired collection of deluxe kimono, haori, obi, and other traditional Japanese women's garments. Dating from the 1930s through the end of the 20th century, these garments trace changing fashions as the function of kimono changed over the course of time, as well as the arc of a woman's lifetime from youth to maturity. The works in the exhibition are the generous gift of the Yamaguchi family, and were made for and worn by a mother and daughter living in Tokyo. This exhibition is made possible in part by the University of Michigan's Center for Japanese Studies, the Michigan Council for Arts and Cultural Affairs, the Friends of the University of Michigan Museum of Art, the Charles H. & Katharine C. Sawyer Endowment Fund, The Japan Foundation, New York, the CEW Frances and Sydney Lewis Visiting Leaders Fund, and the Japan Business Society of Detroit Foundation.",Map Museum of Art,['2010-05-16 15:00']
47,Panhel Ethical Recruitment Workshop,Workshop for new members of Panhellenic sororities regarding the rules surrounding recruitment.,Map Michigan League,['2010-04-08 17:00']
49,Czech Documentary Film,"Cory Taylor, director. Documentary film about communist Czechoslovakia narrated by Jeremy Irons (78 min., 2009). Winner of the 2009 Mexico International Film Festival's Golden Palm Award.","Map Museum of Art - Helmut Stern Auditorium,",['2009-11-15 15:00']
50,Improving Children's Health Through Community-Engaged Research,"This workshop will feature prominent experts and dynamic breakout sessions to prepare you for conducting team science. The event will focus on developing academic and community partnerships to improve the health of children and youth, through collaborative, community-engaged research",,['2010-04-23 8:00']
51,Cedar Point,"RAIN OR SHINE Deadline: Wednesday, June 10, 2009. NO REFUNDS AFTER THIS DATE Register: In order to reserve your spot for this trip, you must sign up and pay in advance by the deadline at the front desk of the International Center on Central Campus (cash only and exact change is appreciated, thank you!). A UMID must be presented by the person purchasing the tickets. Limited space is available. Cost: $55/person (includes transportation and general admission to the park). Students, scholars friends and families welcome! Same price for all regardless of age. Children must be accompanied by an adult. Meeting time and location: We will be taking a bus together that will leave the International Center at 603 E. Madison Street. Please arrive at 8:00am so that we will be able to leave on time! Event description: Cedar Point is the largest Amusement Ride Park in the World! The park has 17 wild rides. With a lineup that includes three of the top 10 steel roller coasters in the world, Cedar Point is a coaster lover's dream come true. If you're looking for a thrill expect anything from rocking, rolling and rotating to being turned upside down, dropped suddenly or thrust upward at 50 mph. For those not interested in the roller coasters the park also offers a variety of more tranquil rides including three authentic operating carousels (which can take you back in time with their gentle whirling nature), a 150-foot giant ferris wheel, leisurely paddlewheel excursions, Cadillac and antique cars, or a ride on the Cedar Point and Lake Erie Railroad. Additionally, the park features four areas just for kids including Camp Snoopy, the Gemini Children's Area, Planet Snoopy and Kiddy Kingdom. Join us for a day of thrills and fun in the sun! For more information visit: http://www.cedarpoint.com Questions: Contact Andy at hicknera@umich.edu",,['2009-06-20 8:15']
52,"Senior Recital:  Marta Bagratuni, cello","PROGRAM: Beethoven - Sonata for cello and piano No. 4 in C Major, Op. 102, No. 1; Khudoyan - Sonata for Cello Solo No. 1; Rachmaninoff - The Lilacs Op. 21 No. 5, Loneliness Op. 21 No. 6, The Daisies Op. 38 No. 3; Otaka - Mieso; Haydn - Divertimento",Map Earl V. Moore Building - Britton Recital Hall,['2009-11-07 20:00']
53,Playfest 10:  ELBOW ROOM,"Staged reading. By Tedra Millan: ELBOW ROOM fulfills the symbolic smiling and frowning masks of theatre through its dark comedic style. Situated in a Philadelphia restaurant, the play follows nine individuals whose lives become entangled during the course of one evening. Relationships are revealed among strangers and the familiar while the Manhattans are being served. As someone is shouting from atop a table, ballroom dancing through the restaurant and blowing out the birthday candles once again”¦the ovens are heating up and so is the drama.",Map Walgreen Drama Center - Studio One,['2010-03-20 19:00']
54,"Masters Recital:  David Snyder, clarinet","PROGRAM: Brahms - Sonata for Clarinet and Piano No. 2 in E-flat Major; Zare - White on White; Paganini - Caprice No. 16; Schoenfield - Trio for Clarinet, Violin, and Piano",Map Walgreen Drama Center - Stamps Auditorium,['2010-03-29 20:00']
55,"Musicology Lecture:  Kugak Fusion, Kugak Confusion: Politics and Promotion in a New Old Korean Music - Keith Howard","Associate Dean, Research, and Professor, Sydney Conservatorium of Music, University of SydneyAs Korean musicians and organisations have digested the recent success of cutting-edge ""Korean Wave,"" so they have reassessed the way that Korean music is commodified and promoted, both in festivals in Korea and around the world. Locally, this is reflected in Kugak fusion, a genre that mixes Western harmonies and melodies with Korean soundworlds, and presented in spectacles that update traditional genres, incorporating technological wizadry, exuberant and outgoing performance, and flashy staging, in ways that are designed to appeal to new audiences. Powerful lobbies of performers and scholars within Korea who value traditional music, kugak, see in it a depth of identity that provides distinction, and reject Kugak fusion as a poor amalgam of East and West. Nor has the promotion of new genres been well received by foreign critics, revealing a distance between what is popular in Korea and what is popular abroad. This paper explores the discourse surrounding Kugak fusion within Korea and abroad.",Map Burton Memorial Tower - Room 506,['2010-01-26 14:30']
56,Lou & Peter Berryman,"Lou and Peter Berryman are musical humorists who have delighted nationwide audiences for more than 20 years. Frequent comparisons to Tom Lehrer (who said, ""I love your material, and if I were still performing, I'd steal it""), Flanders and Swann, and Burns and Allen notwithstanding, these two are originals, blending Midwestern culture with intelligent observation in a whimsical and wonderfully accessible performance. They have produced 12 albums and three songbooks of their original and hilarious, quirky, yet oddly profound music, and they've toured the U.S. and Canada to rave reviews. Lou and Peter Berryman songs are being sung around the world, by a legion of professional musicians including Peter, Paul & Mary, Peggy Seeger, and Garrison Keillor, as well as shower singers everywhere. The pair began their musical partnership in high school in Appleton, Wisconsin and their friendship survived a brief marriage before maturing into a durable creative collaboration.",,['2010-10-16 20:00']
57,"Lawrence Weschler, ""Mr. Wilson's Cabinet of Wonder""","Students in the Michigan Learning Communities (MLCs) will be reading a common book to begin their participation in the intellectual life of the University. In the Fall, students will be invited to participate in events related to Mr. Wilson's Cabinet of Wonder, as well as other theme semester events on campus. What is the book about? Mr. Wilson's Cabinet of Wonder is about a small, quirky Museum of Jurassic Technology maintained in a Los Angeles store-front by David Wilson. The book raises the issue of how we decide what is ""real"" and what is ""true"". It is a fascinating look at the convergences between art, science, perception and reality. Come Meet the Author! Author Lawrence Weschler will be coming to campus to talk about his book and the idea of convergences. He has been a staff writer for The New Yorker and is currently the Director of the Institute for the Humanities at New York University.",Map Power Center for the Performing Arts,['2009-09-15 16:30']
59,Danny Brit,"Danny Britt and his band Red Dawg have been favorites for years in Austin's vibrant nightclub scene. Danny writes and sings, and his music can sound like Willie Nelson, like the Eagles, or like Southern-fried modern folk -- it's pretty hard to put this guy in a box! He grew up in south central Kentucky playing everything from bluegrass to rock to classical music. Moving to Austin in 1980, Danny got a master's degree in progressive country music during a stint as Jerry Jeff Walker's road manager, and he's been making music with the Austin spirit ever since. Danny has toured with the likes of Guy Clark, Chris Smither, Chris Wall, Greg Trooper, and the original Dixie Chicks, and his fame extends as far as Belgium and Italy. Come and hear some classic sounds from the Live Music Capital of the World!",,['2010-07-26 20:00']
60,Gibson Brothers,"The Gibson Brothers are the bluegrass duo of Eric and Leigh Gibson, from Ellenburg Depot, New York, in the hardscrabble lands along the Quebec border. They've just released their ninth album, ""Ring the Bell,"" and like their earlier releases it grows organically out of the community and the experiences in which the brothers have taken part. There's beauty but also pain in the vivid storytelling of their songs. The Gibsons fit perfectly into the great tradition of brother duets, but they have a sound all their own, with sharp, often deeply moving songwriting and strong, ringing harmonies. Says Michael Eck of No Depression: ""To say they've got the classic brother duet thing down is an understatement; they own it.""",,['2009-10-11 19:30']
61,John Lee Hooker Jr.,"Says John Lee Hooker Jr.: ""If I tried to fill my father's shoes, I'd get cramps in my feet just trying to take one step."" John Lee Hooker Jr. is no clone of the late, great, and lamented Detroit bluesman, but instead he's something that's needed much more: an artist who carries forward the sardonic and funky sound and vision of Johnny ""Guitar"" Watson and other blues-based r&b artists of the 1970s and 1980s. John Jr. says that his sound is two parts r&b, one part jazz and downhome blues. It all adds up to an evening of great urban sounds and an artist who, whether he admits it or not, has some of the charisma of his famous father. His latest album, ""All Odds Are Against Me,"" garnered a Grammy nomination and has been burning up blues stages on both sides of the Atlantic",,['2009-08-17 20:00']
62,Circle K Mass Meeting,"Circle K is an international community service organization and is the collegiate level of Kiwanis. The mission of the University of Michigan Circle K is to develop leaders with a lifelong commitment to service. This year, our goal is to exceed 10,000 service hours! We sponsor various service projects with something for everyone. These service projects are all displayed on our online calendar (umcirclek.org/calendar.php). Anyone can sign up to do service with us, whenever you are free! Additionally, we strive to maintain a welcoming environment that fosters friendship amongst our members. Come learn more about Circle K at our fun travel themed mass meeting followed by a service social. Circle K takes you places!",Map Michigan Union - Anderson Room,['2009-09-21 19:00']
63,Freshman Evening of Spiritual Refreshment,"This special evening is open to all freshmen. You and your classmates are invited to explore your growing and changing relationships with family, friends, self, and God. Come, bring your friends and roommates, and celebrate the first month of your new life with a HOME COOKED MEAL and GREAT DESSERTS. Upper class students will share their own experience and encourage conversation and reflection on these important topics and also share concerns about classes, and opportunities for you at St. Mary's. For questions and to sign up call 663-0557 or email stmarys@umich.edu.",,['2010-09-24 18:00']
64,Ambassador John Beyrle,This will be a unique opportunity to hear from a leading public official about U.S. foreign relations policy under the Obama administration. Ambassador Beyrle will address what the highly publicized “reset” means and in what areas the Obama administration intends to concentrate its efforts.,Map Alumni Center - Founders Room,['2010-01-12 16:00']
65,The Hopwood Awards Ceremony,"Winners of the Winter Term creative writing contests administered by the Hopwood Awards Program are announced. Lecture by playwright, creenwriter and director John Patrick Shanley. Mr. Shanley won a Tony and Pulitzer Prize for his play ""Doubt,"" 5 Academy Award nominations for the film with Meryl Streep and Philip Seymour Hoffman including Best Adapted Screenplay, and an Academy Award for Best Original Screenplay for ""Moonstruck.""",Map Rackham Graduate School (Horace H.) - Auditorium,['2010-04-22 15:30']
66,The Career Center's Not-For-Profit Career Expo,"Connect with not-for-profit organizations right here on campus! Last year 30+ organizations attended representing a range of not-for-profit fields including social change, advocacy and community service. Use the Expo to: * Explore career paths in not-for-profits * Meet with employers to discuss internships full-time positions * Learn about volunteer opportunities * Build networks to expand your job search efforts For more information: http://www.careercenter.umich.edu/events/fairsevents/nfp.html",Map Michigan Union - Second Floor,['2010-02-10 15:00']
67,The Author's Forum Presents: American Salvage,"Michigan writer Bonnie Jo Campbell's American Salvage is rich with local color and peopled with rural characters who love and hate extravagantly. They know how to fix cars and washing machines, how to shoot and clean game, and how to cook up methamphetamine, but they have not figured out how to prosper in the twenty-first century. Today, Campbell and Lolita Hernandez discuss work and the inner lives of working-class characters in post-industrial America.",Map Harlan Hatcher Graduate Library - #100,['2010-05-15 17:00']
68,Trafford Tanzi,Dept. of Theatre & Drama Tickets available at the League Ticket Office 734-764-2538.,Map Walgreen Drama Center - Arthur Miller Theatre,['2010-04-11 14:00']
69,Zell Visiting Writers Series: Yusef Komunyakaa in Residence,"Yusef Komunyakaa's numerous books of poems include Talking Dirty to the Gods, Thieves of Paradise, which was a finalist for the National Book Critics Circle Award, Neon Vernacular: New & Selected Poems 1977-1989, for which he received the Pulitzer Prize and the Kingsley Tufts Poetry Award; Magic City, Dien Cai Dau, which won The Dark Room Poetry Prize, I Apologize for the Eyes in My Head, winner of the San Francisco Poetry Center Award, and Copacetic. He also co-edited The Jazz Poetry Anthology and co-translated The Insomnia of Fire by Nguyen Quang Thieu. His honors include the William Faulkner Prize from the Universite Rennes, the Thomas Forcade Award, the Hanes Poetry Prize, fellowships from the Fine Arts Work Center in Provincetown, the Louisiana Arts Council, and the National Endowment for the Arts, and the Bronze Star for his service in Vietnam, where he served as a correspondent and managing editor of the Southern Cross. In 1999, he was elected a Chancellor of The Academy of American Poets. Yusef Komunyakaa is the Senior Distinguished Poet in the Graduate Writing Program at NYU. Public reception to follow in the UMMA Forum",Map Museum of Art - Helmut Stern Auditorium,['2010-10-25 17:15']
71,(Re)Visionary Dances,"University Dance Company Paul Taylor’s Le Sacre du Printemps (The Rehearsal) with premieres by Amy Chavasse, Jessica Fogel, and Sandra Torijano. Tickets available at the League Ticket Office 734-764-2538.",Map Power Center for the Performing Arts -,['2010-02-07 14:00']
72,Art Under The Microscope: BioArtography Quilts,"This unique collection of art quilts is inspired by scientific photographs taken by researchers at the U-M Center for Organogenesis. In the course of diagnostic research, the microscope and special stains are used to examine tissues for alterations in structure or function that are characteristic of health or disease. The beauty of the photographs of these tiny biological structures, which is a fascinating combination of art and science, inspired this series of quilts by the Washington DC group, Fiber Artists @ Loose Ends. Fiber artists chose from among these BioArtography images to design their quilts. This traveling exhibit, sponsored by the Society for the Arts in Healthcare in partnership with Gifts of Art and the Center for Organogenesis, aims to honor these scientific research efforts, enrich community spaces by bringing the arts into everyday life and raise public awareness about the importance of the arts in healthcare settings.",,"['2009-11-13 8:00', '2009-11-14 8:00', '2009-11-15 8:00', '2009-11-16 8:00', '2009-11-17 8:00', '2009-11-18 8:00', '2009-11-19 8:00', '2009-11-20 8:00', '2009-11-21 8:00', '2009-11-22 8:00', '2009-11-23 8:00', '2009-11-24 8:00', '2009-11-25 8:00', '2009-11-26 8:00', '2009-11-27 8:00', '2009-11-28 8:00', '2009-11-29 8:00', '2009-11-30 8:00', '2009-12-01 8:00', '2009-12-02 8:00', '2009-12-03 8:00', '2009-12-04 8:00', '2009-12-05 8:00', '2009-12-06 8:00', '2009-12-07 8:00']"
73,Chamber Choir,"Jerry Blackstone, conductor. PROGRAM: Mendelssohn - Sechs Lieder, Op. 59, Mitten wir in Leben sing, Sechs Spruche, Op. 79, Zum Abendsegen, Duets and Lieder; Kuster - Bleed; Staheli - Peace Like a River",Map Walgreen Drama Center - Stamps Auditorium,['2009-10-09 20:00']
74,Symphony Band,"Michael Haithcock, conductor. “Dialogues and Entertainments”. Various musical connotations of the words dialogue and entertainment are explored as music of the distant past is juxtaposed with recent repertoire heavily influenced by pop culture. featuring Andy Hall (saxophone) and Jennifer Goltz (soprano). Pre-concert discussion at 7:15 on the lower level of Hill Auditorium featuring composer Michael Daugherty. PROGRAM: Gabrielli - Three Pieces; Bach - Tocata and Fugue in D Minor; Kraft - Dialogues and Entertainments; Ter Veldhuis - Tallahatchie Concerto; Daugherty - Bells for Stokowski",Map Hill Auditorium -,['2009-12-07 20:00']
75,CREES Brownbag,"Paul Werth, associate professor of history, University of Nevada, Las Vegas.",Map School of Social Work Building - 1636,['2010-02-10 12:00']
76,Dance BFA Concert:  happenchance on a blank body.,"An evening-length performance featuring the works of four senior dance majors, Betsy Busald, Catherine Coury, Elizabeth Dugas & Nadia Tykulsker with original music, poetry and text.",Map Dance Building - Betty Pease Studio Theatre,['2009-11-20 20:00']
77,9s Conversations on Europe/CREES Lecture.,"Grigore Pop-Eleches, assistant professor of politics and public and international affairs, Woodrow Wilson School of Public and International Affairs, Princeton University. Sponsors: CES-EUC, CREES, WCED. Part of “The Nines: Brinks, Cusps, and Perceptions of Possibility–from 1789–2009”",Map School of Social Work Building - 1636 II,['2009-12-10 16:00']
80,"Jews, Food, and Sustainability- what do these have in common?","Be part of a lunchtime discussion group that will study and discuss the Hazon sourcebook ""Food for Thought."" FRIDAYS, 12-1:00 pm, until December 11 at the commons area of the School of Natural Resources and Environment in the Dana Building. For more information contact Tilly @tillys@umich.edu.",Map Dana Natural Resources Building - Commons Area,"['2009-12-02 12:00', '2009-12-03 12:00', '2009-12-04 12:00', '2009-12-05 12:00', '2009-12-06 12:00', '2009-12-07 12:00', '2009-12-08 12:00', '2009-12-09 12:00', '2009-12-10 12:00', '2009-12-11 12:00']"
81,"Abalone Dots, Sam & Ruby","Sam & Ruby is the Nashville-based duo of Sam Brooker and Ghanaian-born Ruby Amanfu. Both accomplished performers and songwriters in their own right, they met at a writer's night in Nashville in 1999, began working together, and became what they call musical soulmates. Their song ""Heaven's My Home,"" was nominated for a Grammy in its recording by the Duhks and was featured in the film ""The Secret Life of Bees."" Sam & Ruby gently blend R&B, folk, and pop into a sound that's immediately warm and welcoming, but, Ruby says, ""We try not to fear honesty in our writing and tackle the things that hurt, the things that aren't always pretty. Sam & Ruby were recently named Discovery Artist of the Year by Sirius-XM radio's Coffee House channel. They're joined on tonight's show by Sweden's Abalone Dots, who mix bluegrass, country music, Swedish folk sounds, and harmony singing. Recording for the major label Sony/BMG, they performed at Nashville's legendary 12th & Porter club and basically blew away the crowd of assembled country music industry heavyweights. Naming Alison Krauss, Nickel Creek, Eva Cassidy, Joni Mitchell, the Trio (Dolly, Emmylou, and Linda), and the Be Good Tanyas as influences, they're poised to become Sweden's next big musical export, and they recently appeared at San Francisco's Hardly Strictly Bluegrass Festival.",,['2010-08-31 20:00']
